countryname,indicatorname,year_2017,target_groups
Gambia,"Employment in services, female (% of female employment) (modeled ILO estimate)",61.2500000000,Moderately Sad
Gambia,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",63.4599990800,Moderately Sad
Gambia,Fixed telephone subscriptions (per 100 people),1.4472270290,Moderately Sad
Gambia,GDP per capita (current US$),676.6559246000,Moderately Sad
Gambia,GDP per capita growth (annual %),1.7566161330,Moderately Sad
Gambia,"Incidence of tuberculosis (per 100,000 people)",174.0000000000,Moderately Sad
Gambia,Individuals using the Internet (% of population),19.8364544400,Moderately Sad
Gambia,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",59.2140007000,Moderately Sad
Gambia,"Life expectancy at birth, female (years)",62.8400000000,Moderately Sad
Gambia,"Life expectancy at birth, male (years)",60.0880000000,Moderately Sad
Gambia,"Life expectancy at birth, total (years)",61.4400000000,Moderately Sad
Gambia,Lifetime risk of maternal death (%),3.1844328180,Moderately Sad
Gambia,Mobile cellular subscriptions (per 100 people),133.9723898000,Moderately Sad
Gambia,"Mortality rate, infant (per 1,000 live births)",40.0000000000,Moderately Sad
Gambia,Net migration,-15436.0000000000,Moderately Sad
Gambia,Rural population (% of total population),39.4010000000,Moderately Sad
Gambia,Secure Internet servers (per 1 million people),47.8794377700,Moderately Sad
Gambia,"Survival to age 65, female (% of cohort)",63.6365320000,Moderately Sad
Gambia,"Survival to age 65, male (% of cohort)",56.5078420000,Moderately Sad
Gambia,"Tuberculosis case detection rate (%, all forms)",65.0000000000,Moderately Sad
Gambia,Urban population (% of total population),60.5990000000,Moderately Sad
Georgia,"Birth rate, crude (per 1,000 people)",13.7180000000,Moderately Sad
Georgia,Employment in agriculture (% of total employment) (modeled ILO estimate),43.1269989000,Moderately Sad
Georgia,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",45.6479988100,Moderately Sad
Georgia,"Employment in industry, female (% of female employment) (modeled ILO estimate)",5.4200000760,Moderately Sad
Georgia,"Employment in services, female (% of female employment) (modeled ILO estimate)",48.9319992100,Moderately Sad
Georgia,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",68.7590026900,Moderately Sad
Georgia,Fixed telephone subscriptions (per 100 people),17.8068488800,Moderately Sad
Georgia,GDP per capita (current US$),4357.0009360000,Moderately Sad
Georgia,GDP per capita growth (annual %),4.8285698550,Moderately Sad
Georgia,"Incidence of tuberculosis (per 100,000 people)",86.0000000000,Moderately Sad
Georgia,Individuals using the Internet (% of population),59.7055046000,Moderately Sad
Georgia,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",68.3700027500,Moderately Sad
Georgia,"Life expectancy at birth, female (years)",77.8160000000,Moderately Sad
Georgia,"Life expectancy at birth, male (years)",68.9800000000,Moderately Sad
Georgia,"Life expectancy at birth, total (years)",73.4140000000,Moderately Sad
Georgia,Lifetime risk of maternal death (%),0.0516257470,Moderately Sad
Georgia,Mobile cellular subscriptions (per 100 people),137.2607838000,Moderately Sad
Georgia,"Mortality rate, infant (per 1,000 live births)",8.9000000000,Moderately Sad
Georgia,Net migration,-50000.0000000000,Moderately Sad
Georgia,Rural population (% of total population),41.7690000000,Moderately Sad
Georgia,Secure Internet servers (per 1 million people),2360.2442490000,Moderately Sad
Georgia,"Survival to age 65, female (% of cohort)",87.0341590000,Moderately Sad
Georgia,"Survival to age 65, male (% of cohort)",67.4068470000,Moderately Sad
Georgia,"Tuberculosis case detection rate (%, all forms)",76.0000000000,Moderately Sad
Georgia,Urban population (% of total population),58.2310000000,Moderately Sad
Germany,"Birth rate, crude (per 1,000 people)",9.5000000000,Extremely Happy
Germany,Employment in agriculture (% of total employment) (modeled ILO estimate),1.2769999500,Extremely Happy
Germany,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.8820000290,Extremely Happy
Germany,"Employment in industry, female (% of female employment) (modeled ILO estimate)",13.8549995400,Extremely Happy
Germany,"Employment in services, female (% of female employment) (modeled ILO estimate)",85.2620010400,Extremely Happy
Germany,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",63.5449981700,Extremely Happy
Germany,Fixed telephone subscriptions (per 100 people),53.7150430800,Extremely Happy
Germany,GDP per capita (current US$),44349.5896600000,Extremely Happy
Germany,GDP per capita growth (annual %),2.0828077210,Extremely Happy
Germany,"Incidence of tuberculosis (per 100,000 people)",7.4000000000,Extremely Happy
Germany,Individuals using the Internet (% of population),84.3955007700,Extremely Happy
Germany,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",60.5110015900,Extremely Happy
Germany,"Life expectancy at birth, female (years)",83.4000000000,Extremely Happy
Germany,"Life expectancy at birth, male (years)",78.7000000000,Extremely Happy
Germany,"Life expectancy at birth, total (years)",80.9926829300,Extremely Happy
Germany,Lifetime risk of maternal death (%),0.0106523220,Extremely Happy
Germany,Mobile cellular subscriptions (per 100 people),132.7148699000,Extremely Happy
Germany,"Mortality rate, infant (per 1,000 live births)",3.2000000000,Extremely Happy
Germany,Net migration,2719112.0000000000,Extremely Happy
Germany,Rural population (% of total population),22.7390000000,Extremely Happy
Germany,Secure Internet servers (per 1 million people),34181.2784400000,Extremely Happy
Germany,"Survival to age 65, female (% of cohort)",92.1450170000,Extremely Happy
Germany,"Survival to age 65, male (% of cohort)",85.1410480000,Extremely Happy
Germany,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Extremely Happy
Germany,Urban population (% of total population),77.2610000000,Extremely Happy
Ghana,"Birth rate, crude (per 1,000 people)",29.8390000000,Very Sad
Ghana,Employment in agriculture (% of total employment) (modeled ILO estimate),31.9899997700,Very Sad
Ghana,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",24.7189998600,Very Sad
Ghana,"Employment in industry, female (% of female employment) (modeled ILO estimate)",21.6800003100,Very Sad
Ghana,"Employment in services, female (% of female employment) (modeled ILO estimate)",53.6010017400,Very Sad
Ghana,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.1969986000,Very Sad
Ghana,Fixed telephone subscriptions (per 100 people),1.0354939220,Very Sad
Ghana,GDP per capita (current US$),2025.9324240000,Very Sad
Ghana,GDP per capita growth (annual %),5.7685514880,Very Sad
Ghana,"Incidence of tuberculosis (per 100,000 people)",152.0000000000,Very Sad
Ghana,Individuals using the Internet (% of population),39.0000000000,Very Sad
Ghana,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",67.9509964000,Very Sad
Ghana,"Life expectancy at birth, female (years)",64.5030000000,Very Sad
Ghana,"Life expectancy at birth, male (years)",62.4370000000,Very Sad
Ghana,"Life expectancy at birth, total (years)",63.4630000000,Very Sad
Ghana,Lifetime risk of maternal death (%),1.2206577090,Very Sad
Ghana,Mobile cellular subscriptions (per 100 people),126.2016214000,Very Sad
Ghana,"Mortality rate, infant (per 1,000 live births)",36.1000000000,Very Sad
Ghana,Net migration,-50000.0000000000,Very Sad
Ghana,Rural population (% of total population),44.5930000000,Very Sad
Ghana,Secure Internet servers (per 1 million people),94.2260093900,Very Sad
Ghana,"Survival to age 65, female (% of cohort)",66.0526470000,Very Sad
Ghana,"Survival to age 65, male (% of cohort)",60.3871600000,Very Sad
Ghana,"Tuberculosis case detection rate (%, all forms)",32.0000000000,Very Sad
Ghana,Urban population (% of total population),55.4070000000,Very Sad
Greece,"Birth rate, crude (per 1,000 people)",8.2000000000,Apathetic
Greece,Employment in agriculture (% of total employment) (modeled ILO estimate),12.0810003300,Apathetic
Greece,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",11.4790000900,Apathetic
Greece,"Employment in industry, female (% of female employment) (modeled ILO estimate)",8.1730003360,Apathetic
Greece,"Employment in services, female (% of female employment) (modeled ILO estimate)",80.3479995700,Apathetic
Greece,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",49.2630004900,Apathetic
Greece,Fixed telephone subscriptions (per 100 people),48.9758218300,Apathetic
Greece,GDP per capita (current US$),18930.2185900000,Apathetic
Greece,GDP per capita growth (annual %),1.7060580640,Apathetic
Greece,"Incidence of tuberculosis (per 100,000 people)",4.7000000000,Apathetic
Greece,Individuals using the Internet (% of population),70.5494334500,Apathetic
Greece,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",52.1559982300,Apathetic
Greece,"Life expectancy at birth, female (years)",83.9000000000,Apathetic
Greece,"Life expectancy at birth, male (years)",78.8000000000,Apathetic
Greece,"Life expectancy at birth, total (years)",81.2878048800,Apathetic
Greece,Lifetime risk of maternal death (%),0.0037125970,Apathetic
Greece,Mobile cellular subscriptions (per 100 people),122.4009386000,Apathetic
Greece,"Mortality rate, infant (per 1,000 live births)",3.7000000000,Apathetic
Greece,Net migration,-80000.0000000000,Apathetic
Greece,Rural population (% of total population),21.2760000000,Apathetic
Greece,Secure Internet servers (per 1 million people),3695.6937530000,Apathetic
Greece,"Survival to age 65, female (% of cohort)",93.2863420000,Apathetic
Greece,"Survival to age 65, male (% of cohort)",85.1667530000,Apathetic
Greece,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Apathetic
Greece,Urban population (% of total population),78.7240000000,Apathetic
Guatemala,"Birth rate, crude (per 1,000 people)",24.9120000000,Extremely Happy
Guatemala,Employment in agriculture (% of total employment) (modeled ILO estimate),31.7800006900,Extremely Happy
Guatemala,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",10.1429996500,Extremely Happy
Guatemala,"Employment in industry, female (% of female employment) (modeled ILO estimate)",17.1720008900,Extremely Happy
Guatemala,"Employment in services, female (% of female employment) (modeled ILO estimate)",72.6849975600,Extremely Happy
Guatemala,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",84.6800003100,Extremely Happy
Guatemala,Fixed telephone subscriptions (per 100 people),14.5498868800,Extremely Happy
Guatemala,GDP per capita (current US$),4451.4509900000,Extremely Happy
Guatemala,GDP per capita growth (annual %),1.3601389390,Extremely Happy
Guatemala,"Incidence of tuberculosis (per 100,000 people)",25.0000000000,Extremely Happy
Guatemala,Individuals using the Internet (% of population),65.0000000000,Extremely Happy
Guatemala,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",62.1969986000,Extremely Happy
Guatemala,"Life expectancy at birth, female (years)",76.7210000000,Extremely Happy
Guatemala,"Life expectancy at birth, male (years)",70.8300000000,Extremely Happy
Guatemala,"Life expectancy at birth, total (years)",73.8100000000,Extremely Happy
Guatemala,Lifetime risk of maternal death (%),0.3044557490,Extremely Happy
Guatemala,Mobile cellular subscriptions (per 100 people),118.1585424000,Extremely Happy
Guatemala,"Mortality rate, infant (per 1,000 live births)",22.8000000000,Extremely Happy
Guatemala,Net migration,-46073.0000000000,Extremely Happy
Guatemala,Rural population (% of total population),49.3200000000,Extremely Happy
Guatemala,Secure Internet servers (per 1 million people),71.7952377400,Extremely Happy
Guatemala,"Survival to age 65, female (% of cohort)",81.9010720000,Extremely Happy
Guatemala,"Survival to age 65, male (% of cohort)",71.7145720000,Extremely Happy
Guatemala,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Extremely Happy
Guatemala,Urban population (% of total population),50.6800000000,Extremely Happy
Guinea,"Birth rate, crude (per 1,000 people)",36.7650000000,Very Sad
Guinea,Employment in agriculture (% of total employment) (modeled ILO estimate),63.0449981700,Very Sad
Guinea,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",64.8479995700,Very Sad
Guinea,"Employment in industry, female (% of female employment) (modeled ILO estimate)",2.0399999620,Very Sad
Guinea,"Employment in services, female (% of female employment) (modeled ILO estimate)",33.1119995100,Very Sad
Guinea,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",57.3160018900,Very Sad
Guinea,Fixed telephone subscriptions (per 100 people),0.0000000000,Very Sad
Guinea,GDP per capita (current US$),856.5652698000,Very Sad
Guinea,GDP per capita growth (annual %),7.3290525990,Very Sad
Guinea,"Incidence of tuberculosis (per 100,000 people)",176.0000000000,Very Sad
Guinea,Individuals using the Internet (% of population),18.0000000000,Very Sad
